180605164434.537,0,ddfa6402634b33483fe9cdd5cf9e51e91b3596b3b04811eca51ab7cc97bcb8f8,69bd1b1575e0b7c42c39de97f62ba04aa4dac13843d793839995af68be13bdf9,72f20831b74bafdf0fb95892e04fc4471c87d7f552643713ac3c8af04727c3e3
180605164434.757,1,c1b77ccc1e7e1866f11b580066907b3ac844479c65c44868c4c153831a77c6c6,5577ceb99cc7cfe458a38f82a8944f13b6fc093afe708d503d20e884104e17de,7ad8cbb6dcdb3beda4ef21e1b67becab469ce5b190045021440f38b2c3c437da
180605164434.757,3,9f3169b649d2af829f6276f5f0f21f39221f4707f6ce179ee6c6aea311323f77,c8a0fecc2a2fdf0d968d60908b2b561e85d0216e7cfdb8cfb44bfb7976b7d748,07f205fa29b37719cf450cfe2ea18649870aa9c2b9341dc0aaf81a6608e23446
180605164434.757,4,de8b3320e2c674c658f39d9295792a80320f4bb3bd6f4c66cd5f769a6f34783c,db05d9914c0d9feb61b8e5c76c954a566348eecfd4c8f79b5d2f866a70515c25,a8a9ecf106902533326360cf98627fac438bb5d1ac33cb2abcb995c9d031283e
180605164434.758,6,3fb3a0690ca08ad4ac7ef0d88bc70eb3b15110e3a5cb96474dda25ae5d857813,7276a3d75827b3c59508946eddb8d096d8ee415d1c77ce2d6cb959bc29062570,549f6c5dacccbc2e3fa4b5ab738700193edcc99990b66f3df97e88ce386da1a1
180605164434.758,7,2b5e8eee5a65601d6166399c3405dbba0929c7c33f3100cf5117bda413cbffe1,cca105251d4626c7d8163ae5add791bd7a904cdcc107241ac94424c3498efcbb,ed83d32f0881f207406aa0e57d3e7cda8e742cdd69034ba97a4759b06cab38fd
180605164434.91,9,0f8fa40fa1d802c7d17c79878f67cf8ffb1e55156b7b203c46e45e7b8c3ad716,561ae049a850c751d53f90e69caf7efe7ca0dab5daf35ebd705bdafc42264301,8dacb93726d6d0b4d87727c9287674cb287a21fa297fd87bf31fc9a87e6aee67
180605164434.91,10,464c2f3f734ded530399ab86202e936acfb95ea40baa4067ca93ec376440f2eb,f41b6de8f713b06ebda2189edd919b6fd5dc705e019e1791bdd010da6fb7fc06,490bdb10e6d0ee9abad7abccde4eba9f612b63425b3520ee23b1b51fe3688f7b
180605164434.91,12,a8dfe6bcb4f88f5b887e002e7b9ba86cbb82c872fdd49a754ebae844846b7305,656815bcd02c070708f0f5d53023891588168fc1082eba610415da1a41919feb,557094d44dacd62af802b4b1cb3b0bfd23ac2a9abf5f4ee263b4bb9c23d40b29
180605164434.91,13,69646e27227676a9e94a24a8705ba376d7c8cd4bcf2f8257b04761a3b0b5157d,6b46402e485a4d8b2f223adc283e1f53423eb51229ef4057d8ee4e20b9b295ee,8fb374363b4211cf1688b660da6947130203c44556c5a580b68fd7833c766c3e
180605164434.911,15,a8932b0aea51b80496959a6b861fa03a28cf9f3e1bb26afc1e4fba8f8b4904f0,5bcc0828a8565b1f1c15f75a5c2a5dadcbf695b89947915059f9e1535e8340d2,91a0f6af283c180baeb9c34ae7ac1d2c9ef1ed95f8dc7e9c90a2a7b5c655159b
180605164434.911,16,e2fa3c580a787b1326d30c323812ed9b7ea8eef60e13df36d73d027070e5d711,20280a46b56f2602f4ff75e22d9f3a36938ee2435a7b3a1b6d18c87576817ea6,5a71792349022d3e4e085dc4f9338c9c7ad87d36915166b0f92cf1abb148fa38
180605164434.911,18,c432c71a170c142c3ac0129c30558b8d222d632afd4ce7e8133f7beeda18f80c,086a2ed8fc302dc9ec47f046a77f2f1310d2881a826a0b64159d15a57ab5ca4a,bf23512d34a72b33c5ee3083dfb564d3f743d7d62ffd97360c800f4f4238f5df
180605164434.911,19,e0953463ae286e741db8b81a391d3f3dbcfd6e9a1ccb04e6855020c07984bc0d,14dc94bfbf8a4a46936884164ceef10c707edfd1c54b446d556ae68458265238,208f5fca7b70dae00d561fcbaa7ec32e71397f42204ee508b2361ff552de0421
180605164434.912,21,e63a3b3f43e8a751fc430f3fbc1a545bf7acb310af60960d421126170dd10d86,a2e3d8769d805e2c78ec21c912647eb27e08d753bfe6f58342fead0e81642f6d,290f9b426ef3f8a7be9b57cbf169a1ade4eccdff0aa7e8b8be4a656052d65b0f
180605164434.912,22,2a85096361768ca4da5aeb34d216ce4bdb57ded1d8fd042ae34608d88c2dacc3,ded84d4b7edbea2554caf612c213e90fd73f0741038c1c709594f5f403cf59b9,92a2fb8902e64b8af84e457bd9af097300eadfdf768ae1745689fea3684f5c06
180605164434.912,24,100900c74dd4a49563480eea46f43bec2e43a8b57fd8286aff70b5176a6a168f,56101c8ca7d6acfb5f3a6c544fbb7720644e8c91cdd571983da65b4e72858f46,0597232bfe09fd70e05ae83dd143d7bc87070998ea680ba57ec322ba4ca43b4e
180605164434.912,25,ee2f93f4e743bd8aa7fc4b8958b391270a44cf4683a8ecdca142f68e1acd7d89,bf171210fe86b8dd80920418a857e23ab5f8b50d3891dbad41aa444b23cebb0f,8b8fe2b2d1982ed45d46ff1c38180cb20032d5ca49b7cc207e0effbd4d7f6d10
180605164434.912,27,89e8a8b0c6b2482ec4f1708b75b569a2ed9bd73b5d450655b6ad3490446b91ae,f5d0a7a2eb0b959193d6201b6a77ad1437a33784a82517cb684c9bf38e0369df,83f8526cc9750c573e6d17ec15b68bb1040cc6927ab1d9f04f7e628f0ab0d8ca
180605164434.913,28,34dc11e21d83bed68c392b260cc9dfa8319746f5f411f36eb34c485ea4c1350e,a95ceae60c9f2865124d5c4cfccae21187943bce74a5f947c2cd6dc215333dfa,e662119f2698ad3ebbff9b67d07cd2a798222e28e17b4b7c58d8c5e31b1d84ec
180605164434.913,30,307ca9ff82103ff3fa72244553b63f0ae5875719d82a07c09ea44728008c1415,4c8ad8ed1fa8ea33d6584fa8eff252ddff5e3a7788daca25694884b4844d12d6,2bb9951887163ca2e37b96f7971405c2bd245c1141539e4b40dc0a9d1ee1397a
180605164435.045,31,1b3d1feecb3764d9227fc49bd833c3154ed50c08b6a962de196be3f33f034f6e,4ce182c4406956f2edd1f3d73553cd5eaf6447267c4a80fcdd3e49688033a111,290921d92b541989731c21377cd872e3d8600871d73ea75cd4bf7a41656f3082
